id,title,genres,vote_average
28665,Fame,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.5
44115,127 Hours,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7.0
10569,Small Time Crooks,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",6.4
10560,Center Stage,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6.8
333348,Love the Coopers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.4
20483,Catch That Kid,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",4.9
11457,Life as a House,"[{""id"": 18, ""name"": ""Drama""}]",7.2
321697,Steve Jobs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6.8
19840,"I Love You, Beth Cooper","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.1
22327,Youth in Revolt,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.9
38665,The Legend of the Lone Ranger,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",3.7
2575,The Tailor of Panama,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.2
11644,Blow Out,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",7.3
146227,Getaway,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",4.9
68924,The Ice Storm,"[{""id"": 18, ""name"": ""Drama""}]",6.9
253235,And So It Goes,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.7
22102,Troop Beverly Hills,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.6
18701,Being Julia,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.4
10068,Nine 1/2 Weeks,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.8
848,Dragonslayer,"[{""id"": 14, ""name"": ""Fantasy""}]",6.5
36811,The Last Station,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.7
522,Ed Wood,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.3
130150,Labor Day,"[{""id"": 18, ""name"": ""Drama""}]",6.7
12246,Mongol: The Rise of Genghis Khan,"[{""id"": 36, ""name"": ""History""}]",6.5
13809,RockNRolla,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",6.9
27380,Megaforce,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",3.5
10549,Hamlet,"[{""id"": 18, ""name"": ""Drama""}]",7.3
33870,Mao's Last Dancer,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.8
245703,Midnight Special,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.2
10739,Anything Else,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.2
127560,The Railway Man,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6.7
37903,The White Ribbon,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",7.2
396152,Restoration,"[{""id"": 27, ""name"": ""Horror""}]",5.3
10017,The Wraith,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",5.9
11468,Salton Sea,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",7.0
193613,Metallica: Through the Never,"[{""id"": 10402, ""name"": ""Music""}]",6.7
17436,The Informers,"[{""id"": 18, ""name"": ""Drama""}]",4.4
43434,Carlos,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",6.7
31166,I Come with the Rain,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",5.6
69848,One Man's Hero,"[{""id"": 37, ""name"": ""Western""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",9.3
8408,Day of the Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.9
332411,I Am Wrath,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4.5
9389,Renaissance,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.7
9626,Red Sonja,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",5.0
75638,Red Lights,"[{""id"": 53, ""name"": ""Thriller""}]",6.0
8363,Superbad,"[{""id"": 35, ""name"": ""Comedy""}]",7.0
15670,Madea Goes to Jail,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6.4
290555,Wolves,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",5.7
8328,Step Up 2: The Streets,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.5
10982,Hoodwinked!,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.9
205,Hotel Rwanda,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",7.5
1620,Hitman,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5.9
175541,Black Nativity,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",5.8
241254,The Prince,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",4.6
31932,City of Ghosts,"[{""id"": 53, ""name"": ""Thriller""}]",5.4
1933,The Others,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",7.4
679,Aliens,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.7
11113,My Fair Lady,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",7.4
3597,I Know What You Did Last Summer,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",5.6
193893,Let's Be Cops,"[{""id"": 35, ""name"": ""Comedy""}]",6.4
9675,Sideways,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.9
9988,Beerfest,"[{""id"": 35, ""name"": ""Comedy""}]",5.8
948,Halloween,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",7.4
21765,Good Boy!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",4.7
146304,The Best Man Holiday,"[{""id"": 35, ""name"": ""Comedy""}]",6.7
7516,Smokin' Aces,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",6.4
41439,Saw: The Final Chapter,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",5.8
2752,40 Days and 40 Nights,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.2
9429,A Night at the Roxbury,"[{""id"": 35, ""name"": ""Comedy""}]",5.9
38117,Beastly,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",6.0
9792,The Hills Have Eyes,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6.1
13778,Dickie Roberts: Former Child Star,"[{""id"": 35, ""name"": ""Comedy""}]",5.1
228203,"McFarland, USA","[{""id"": 18, ""name"": ""Drama""}]",7.4
41382,Lottery Ticket,"[{""id"": 35, ""name"": ""Comedy""}]",5.6
13960,ATL,"[{""id"": 18, ""name"": ""Drama""}]",6.0
114150,Pitch Perfect,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",7.3
26602,Summer Catch,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4.8
10223,A Simple Plan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",6.9
16028,They,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4.6
15639,Larry the Cable Guy: Health Inspector,"[{""id"": 35, ""name"": ""Comedy""}]",3.3
16112,The Adventures of Elmo in Grouchland,"[{""id"": 10751, ""name"": ""Family""}]",6.3
26390,Brooklyn's Finest,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.2
27759,55 Days at Peking,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6.3
109428,Evil Dead,"[{""id"": 27, ""name"": ""Horror""}]",6.4
23049,My Life in Ruins,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.6
9310,American Dreamz,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4.9
11411,Superman IV: The Quest for Peace,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",4.1
16988,How She Move,"[{""id"": 18, ""name"": ""Drama""}]",3.0
7304,Running Scared,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7.0
24747,Bobby Jones: Stroke of Genius,"[{""id"": 18, ""name"": ""Drama""}]",5.5
58048,Shanghai Surprise,"[{""id"": 12, ""name"": ""Adventure""}]",2.9
1491,The Illusionist,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",7.1
2989,Roar,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",5.6
10629,Veronica Guerin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",6.8
255343,Escobar: Paradise Lost,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",6.1
4723,Southland Tales,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",5.2
10800,Dragon Hunters,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",6.5
25763,Damnation Alley,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",5.0
79694,The Apparition,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4.5
4032,My Girl,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",7.0
18615,Fur: An Imaginary Portrait of Diane Arbus,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",5.8
10673,Wall Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",7.0
4584,Sense and Sensibility,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.2
2977,Becoming Jane,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.9
10760,Sydney White,"[{""id"": 35, ""name"": ""Comedy""}]",6.0
11093,House of Sand and Fog,"[{""id"": 18, ""name"": ""Drama""}]",7.0
207,Dead Poets Society,"[{""id"": 18, ""name"": ""Drama""}]",8.1
8467,Dumb and Dumber,"[{""id"": 35, ""name"": ""Comedy""}]",6.5
639,When Harry Met Sally...,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",7.3
24226,The Verdict,"[{""id"": 18, ""name"": ""Drama""}]",7.4
9285,Road Trip,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",5.9
14709,Varsity Blues,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.0
74643,The Artist,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7.3
13788,The Unborn,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",4.8
83666,Moonrise Kingdom,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.6
10781,The Texas Chainsaw Massacre: The Beginning,"[{""id"": 27, ""name"": ""Horror""}]",5.9
318850,The Young Messiah,"[{""id"": 18, ""name"": ""Drama""}]",6.4
13908,The Master of Disguise,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3.7
1417,Pan's Labyrinth,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",7.6
39180,See Spot Run,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4.8
16161,Baby Boy,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.4
49950,The Roommate,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",5.3
10956,Joe Dirt,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",5.5
9594,Double Impact,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",5.3
4638,Hot Fuzz,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",7.4
13972,The Women,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4.6
5038,Vicky Cristina Barcelona,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.7
13491,Arn: The Knight Templar,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.4
10571,Boys and Girls,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.4
10994,White Oleander,"[{""id"": 18, ""name"": ""Drama""}]",7.2
19994,Jennifer's Body,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",5.3
25166,Drowning Mona,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",5.4
30890,Radio Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.0
23169,Remember Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.9
17403,How to Deal,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.7
12120,My Stepmother is an Alien,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",5.3
9800,Philadelphia,"[{""id"": 18, ""name"": ""Drama""}]",7.6
1090,The Thirteenth Floor,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",6.8
18475,The Cookout,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4.6
40160,Meteor,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",5.1
18074,Duets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",5.5
9689,Hollywood Ending,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.4
9781,Detroit Rock City,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",6.7
8009,Highlander,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",6.8
3877,Things We Lost in the Fire,"[{""id"": 18, ""name"": ""Drama""}]",6.7
8854,Steel,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",4.3
152599,The Immigrant,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.2
18840,The White Countess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",6.9
68727,Trance,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",6.5
12657,Soul Plane,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",4.7
8265,Welcome to the Sticks,"[{""id"": 35, ""name"": ""Comedy""}]",6.8
12410,Good,"[{""id"": 18, ""name"": ""Drama""}]",6.3
34647,Enter the Void,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",7.2
73935,Vamps,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",4.8
28178,Hachi: A Dog's Tale,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",7.7
185567,Zulu,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.7
264656,The Homesman,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",6.4
35696,Juwanna Mann,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4.2
16351,Ararat,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",5.7
38717,Madison,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",5.3
18777,Slow Burn,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5.5
2110,Wasabi,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",6.2
9035,Slither,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.3
90,Beverly Hills Cop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",6.8
771,Home Alone,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",7.1
12154,Three Men and a Baby,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",5.8
9576,Tootsie,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.9
744,Top Gun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",6.7
146,"Crouching Tiger, Hidden Dragon","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",7.2
14,American Beauty,"[{""id"": 18, ""name"": ""Drama""}]",7.9
45269,The King's Speech,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.6
9493,Twins,"[{""id"": 35, ""name"": ""Comedy""}]",5.7
22556,The Yellow Handkerchief,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.4
873,The Color Purple,"[{""id"": 18, ""name"": ""Drama""}]",7.7
33196,Tidal Wave,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.5
205596,The Imitation Game,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",8.0
10765,Private Benjamin,"[{""id"": 35, ""name"": ""Comedy""}]",6.0
16769,Coal Miner's Daughter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",7.2
33217,Diary of a Wimpy Kid,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.9
132232,Mama,"[{""id"": 27, ""name"": ""Horror""}]",6.0
11153,National Lampoon's Vacation,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",7.1
208134,Bad Grandpa,"[{""id"": 35, ""name"": ""Comedy""}]",6.0
1165,The Queen,"[{""id"": 18, ""name"": ""Drama""}]",6.8
4011,Beetlejuice,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",7.1
17202,Why Did I Get Married?,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.1
9587,Little Women,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.0
65086,The Woman in Black,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6.1
10053,When a Stranger Calls,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5.4
11870,Big Fat Liar,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.6
11778,The Deer Hunter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",7.8
586,Wag the Dog,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.7
18736,The Lizzie McGuire Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",5.7
134411,Snitch,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",5.8
287903,Krampus,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",5.9
9276,The Faculty,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.2
15765,What's Love Got to Do with It,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6.9
2142,Cop Land,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6.6
11397,Not Another Teen Movie,"[{""id"": 35, ""name"": ""Comedy""}]",5.5
77016,End of Watch,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7.2
11478,The Skulls,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5.8
266856,The Theory of Everything,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.8
13411,Malibu's Most Wanted,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",4.7
10564,Where the Heart Is,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.9
